epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
100,35565.6,1.32062,0.79001,0.00642,0.86087,0.8128,0.88045,0.59259,1.17858,0.65992,0.00633,0.0270597,0.0090199,0.0270597,0.0090199,0.0270597,0.0090199,0.0270597,0.0090199
101,35921.1,1.34254,0.79174,0.00635,0.86284,0.81099,0.8815,0.59308,1.17804,0.65801,0.00633,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
102,36276.9,1.32137,0.78698,0.00639,0.86268,0.81352,0.88125,0.59256,1.17909,0.65662,0.00633,0.0270003,0.0090001,0.0270003,0.0090001,0.0270003,0.0090001,0.0270003,0.0090001
103,36633.6,1.32208,0.78197,0.00627,0.86284,0.81585,0.88207,0.59281,1.17857,0.65419,0.00632,0.0269706,0.0089902,0.0269706,0.0089902,0.0269706,0.0089902,0.0269706,0.0089902
104,36988.3,1.32978,0.77211,0.00651,0.86307,0.81642,0.88287,0.59313,1.17727,0.65378,0.00631,0.0269409,0.0089803,0.0269409,0.0089803,0.0269409,0.0089803,0.0269409,0.0089803
105,37345.5,1.31574,0.76259,0.00636,0.86415,0.81471,0.88284,0.59331,1.17727,0.65187,0.00631,0.0269112,0.0089704,0.0269112,0.0089704,0.0269112,0.0089704,0.0269112,0.0089704
106,37701,1.33772,0.77036,0.00642,0.86727,0.81414,0.88348,0.59431,1.17619,0.65254,0.00629,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605
107,38055.5,1.31676,0.77523,0.00639,0.86497,0.81695,0.88369,0.59479,1.17471,0.6535,0.00629,0.0268518,0.0089506,0.0268518,0.0089506,0.0268518,0.0089506,0.0268518,0.0089506
108,38412.7,1.32638,0.76698,0.0064,0.86665,0.81373,0.88332,0.59421,1.17452,0.65378,0.00628,0.0268221,0.0089407,0.0268221,0.0089407,0.0268221,0.0089407,0.0268221,0.0089407
109,38767,1.32607,0.77987,0.00641,0.87025,0.80946,0.88383,0.59473,1.17411,0.65388,0.00627,0.0267924,0.0089308,0.0267924,0.0089308,0.0267924,0.0089308,0.0267924,0.0089308
110,39121,1.3184,0.77006,0.00632,0.86956,0.8107,0.88492,0.59517,1.17376,0.65039,0.00628,0.0267627,0.0089209,0.0267627,0.0089209,0.0267627,0.0089209,0.0267627,0.0089209
111,39478.4,1.3054,0.75493,0.00635,0.87595,0.80916,0.88657,0.59645,1.17309,0.64808,0.00627,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
112,39833.5,1.30953,0.75257,0.00633,0.87204,0.8152,0.88764,0.59825,1.17211,0.64447,0.00626,0.0267033,0.0089011,0.0267033,0.0089011,0.0267033,0.0089011,0.0267033,0.0089011
113,40189.5,1.3165,0.76485,0.00644,0.87849,0.81263,0.88862,0.59879,1.17149,0.64162,0.00625,0.0266736,0.0088912,0.0266736,0.0088912,0.0266736,0.0088912,0.0266736,0.0088912
114,40546.7,1.31589,0.7681,0.00628,0.87566,0.81613,0.89001,0.59942,1.17031,0.63914,0.00624,0.0266439,0.0088813,0.0266439,0.0088813,0.0266439,0.0088813,0.0266439,0.0088813
115,40902.8,1.30762,0.76273,0.0062,0.87485,0.81914,0.89019,0.60027,1.16882,0.63708,0.00624,0.0266142,0.0088714,0.0266142,0.0088714,0.0266142,0.0088714,0.0266142,0.0088714
116,41259.9,1.30486,0.76577,0.00634,0.86979,0.82639,0.89098,0.60043,1.16842,0.63411,0.00624,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615
117,41617.2,1.30484,0.77155,0.00641,0.87858,0.82074,0.892,0.60125,1.16765,0.6328,0.00624,0.0265548,0.0088516,0.0265548,0.0088516,0.0265548,0.0088516,0.0265548,0.0088516
118,41973.3,1.31641,0.77517,0.00632,0.88224,0.81959,0.89163,0.60184,1.16687,0.63166,0.00624,0.0265251,0.0088417,0.0265251,0.0088417,0.0265251,0.0088417,0.0265251,0.0088417
119,42329.9,1.30169,0.7556,0.00631,0.8838,0.81839,0.8921,0.60291,1.1666,0.63142,0.00623,0.0264954,0.0088318,0.0264954,0.0088318,0.0264954,0.0088318,0.0264954,0.0088318
120,42688,1.30819,0.76151,0.00629,0.8851,0.81645,0.89252,0.60312,1.16545,0.63088,0.00623,0.0264657,0.0088219,0.0264657,0.0088219,0.0264657,0.0088219,0.0264657,0.0088219
121,43043.6,1.30829,0.76791,0.00633,0.88253,0.82114,0.89304,0.60403,1.16407,0.63062,0.00622,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
122,43398.5,1.31284,0.76278,0.00643,0.88473,0.82046,0.89378,0.60395,1.16365,0.62991,0.00622,0.0264063,0.0088021,0.0264063,0.0088021,0.0264063,0.0088021,0.0264063,0.0088021
123,43756.2,1.30138,0.75772,0.00633,0.89574,0.81309,0.89419,0.60481,1.16243,0.62827,0.00621,0.0263766,0.0087922,0.0263766,0.0087922,0.0263766,0.0087922,0.0263766,0.0087922
124,44111.1,1.29928,0.76206,0.00635,0.89212,0.81768,0.89479,0.60526,1.16272,0.626,0.00621,0.0263469,0.0087823,0.0263469,0.0087823,0.0263469,0.0087823,0.0263469,0.0087823
125,44467.2,1.30052,0.76936,0.00624,0.88422,0.8237,0.89532,0.60577,1.16228,0.62502,0.00621,0.0263172,0.0087724,0.0263172,0.0087724,0.0263172,0.0087724,0.0263172,0.0087724
126,44824.1,1.30178,0.74581,0.00627,0.88745,0.82196,0.89597,0.60622,1.16213,0.62353,0.0062,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625
127,45180,1.32103,0.7693,0.0063,0.8925,0.81971,0.8965,0.60711,1.1619,0.62087,0.0062,0.0262578,0.0087526,0.0262578,0.0087526,0.0262578,0.0087526,0.0262578,0.0087526
